Index,704.38,704.87,705.35,705.83,706.32,706.81,707.29,707.78,708.27,708.76,709.26,709.75,710.24,710.74,711.24,711.74,712.23,712.73,713.24,713.74,714.24,714.75,715.25,715.76,716.27,716.78,717.29,717.8,718.32,718.83,719.35,719.86,720.38,720.9,721.42,721.94,722.47,722.99,723.52,724.05,724.58,725.11,725.64,726.17,726.71,727.24,727.78,728.32,728.86,729.4,729.94,730.48,731.03,731.58,732.12,732.67,733.23,733.78,734.33,734.89,735.45,736,736.56,737.13,737.69,738.25,738.82,739.39,739.96,740.53,741.1,741.67,742.25,742.83,743.41,743.99,744.57,745.15,745.74,746.32,746.91,747.5,748.1,748.69,749.28,749.88,750.48,751.08,751.68,752.29,752.89,753.5,754.11,754.72,755.33,755.95,756.56,757.18,757.8,758.42,759.05,759.67,760.3,760.93,761.56,762.19,762.83,763.47,764.11,764.75,765.39,766.03,766.68,767.33,767.98,768.63,769.29,769.94,770.6,771.26,771.92,772.59,773.26,773.92,774.6,775.27,775.94,776.62,777.3,777.98,778.67,779.35,780.04,780.73,781.42,782.12,782.81,783.51,784.21,784.92,785.62,786.33,787.04,787.75,788.47,789.19,789.9,790.63,791.35,792.08,792.81,793.54,794.27,795.01,795.75,796.49,797.23,797.98,798.72,799.48,800.23,800.98,801.74,802.5,803.27,804.03,804.8,805.57,806.35,807.12,807.9,808.68,809.47,810.25,811.04,811.84,812.63,813.43,814.23,815.03,815.84,816.65,817.46,818.27,819.09,819.91,820.73,821.56,822.38,823.21,824.05,824.89,825.72,826.57,827.41,828.26,829.11,829.97,830.82,831.69,832.55,833.42,834.28,835.16,836.03,836.91,837.79,838.68,839.57,840.46,841.35,842.25,843.15,844.05,844.96,845.87,846.79,847.7,848.62,849.55,850.47,851.4,852.34,853.27,854.22,855.16,856.11,857.06,858.01,858.97,859.93,860.89,861.86,862.83,863.81,864.79,865.77,866.75,867.74,868.74,869.73,870.73,871.74,872.74,873.76,874.77,875.79,876.81,877.84,878.87,879.9,880.94,881.98,883.03,884.07,885.13,886.19,887.25,888.31,889.38,890.45,891.53,892.61,893.7,894.78,895.88,896.97,898.08,899.18,900.29,901.4,902.52,903.64,904.77,905.9,907.04,908.18,909.32,910.47,911.62,912.78,913.94,915.1,916.27,917.45,918.62,919.81,921,922.19,923.38,924.59,925.79,927,928.22,929.44,930.66,931.89,933.12,934.36,935.61,936.85,938.11,939.36,940.63,941.89,943.17,944.44,945.73,947.01,948.31,949.6,950.9,952.21,953.52,954.84,956.16,957.49,958.82,960.16,961.51,962.85,964.21,965.57,966.93,968.3,969.67,971.05,972.44,973.83,975.23,976.63,978.04,979.45,980.87,982.29,983.72,985.16,986.6,988.04,989.5,990.95,992.42,993.89,995.36,996.84,998.33,999.82,1001.3,1002.8,1004.3,1005.9,1007.4,1008.9,1010.4,1012,1013.5,1015.1,1016.6,1018.2,1019.8,1021.3,1022.9,1024.5,1026.1,1027.7,1029.3,1030.9,1032.6,1034.2,1035.8,1037.5,1039.1,1040.8,1042.4,1044.1,1045.8,1047.5,1049.1,1050.8,1052.5,1054.3,1056,1057.7,1059.4,1061.2,1062.9,1064.6,1066.4,1068.2,1069.9,1071.7,1073.5,1075.3,1077.1,1078.9,1080.7,1082.5,1084.4,1086.2,1088
9,13,14,14,14,15,14,14,14,14,14,14,15,15,15,14,15,15,17,14,14,15,15,14,15,15,15,14,16,16,16,15,15,16,15,14,16,15,15,17,14,15,16,15,16,17,16,16,17,16,16,15,17,16,17,14,14,16,16,16,17,14,14,16,16,15,17,16,17,16,14,15,16,16,16,16,16,16,16,16,17,16,16,17,17,16,17,16,18,17,18,18,15,17,18,15,16,16,16,18,16,16,16,18,16,17,16,18,18,18,17,17,17,17,18,18,17,18,19,17,19,18,17,16,18,17,18,19,18,18,18,18,18,18,17,19,19,17,18,18,18,17,17,17,17,18,18,18,19,16,18,17,18,17,19,17,18,18,17,18,18,19,17,19,18,19,19,18,18,19,19,18,18,18,18,20,18,17,19,18,17,19,20,18,18,19,18,18,18,17,17,19,18,20,20,18,18,18,17,18,19,18,18,19,18,20,18,17,20,19,18,19,18,19,18,19,18,18,18,18,18,18,18,20,18,18,19,19,18,18,19,17,19,19,19,17,17,17,17,18,18,18,18,16,18,20,18,19,19,17,18,17,17,20,18,17,18,18,18,18,19,16,18,18,18,18,18,17,17,15,16,18,18,16,18,15,16,16,16,16,17,17,16,17,16,15,15,15,15,17,15,14,15,16,15,15,16,14,16,15,15,14,15,14,15,15,13,15,15,15,15,15,14,15,14,14,14,14,14,12,14,14,14,13,12,12,14,13,12,12,12,13,12,11,13,12,12,12,12,12,10,11,12,12,12,10,12,13,11,10,11,10,12,11,11,10,10,10,10,10,11,11,9,10,10,10,9,10,8,9,8,9,10,10,10,9,9,10,8,8,9,8,8,8,8,9,9,9,10,8,9,10,9,8,9,8,8,8,8,8,8
10,13,13,13,13,14,14,14,16,15,15,15,15,15,17,14,15,17,14,16,16,14,16,15,14,17,16,16,19,16,17,16,15,15,16,17,15,15,18,16,17,17,17,15,17,16,17,16,17,17,17,16,17,16,19,15,16,15,16,17,17,17,16,15,18,17,17,17,18,16,19,16,17,17,17,17,17,17,17,18,18,17,19,17,17,19,18,17,19,19,18,17,19,17,19,17,17,17,19,17,18,19,16,18,18,17,19,19,18,20,17,17,17,19,18,20,20,19,20,18,18,19,19,18,19,19,18,18,19,18,20,19,19,20,19,18,18,19,18,20,19,17,20,21,17,20,19,19,21,19,19,19,17,18,19,18,17,18,19,20,20,19,19,21,18,18,19,19,20,20,20,20,20,20,19,20,20,19,19,18,18,21,21,19,21,20,22,20,22,19,21,19,20,20,18,20,19,18,20,20,17,19,19,20,19,20,19,20,23,20,20,18,19,19,20,19,17,20,19,20,21,19,22,19,18,21,19,19,19,21,19,20,19,18,21,20,18,19,19,18,20,20,19,20,19,17,18,21,18,18,18,19,19,19,18,18,19,19,19,19,18,19,19,17,18,17,17,19,19,19,18,17,18,18,17,18,18,17,17,17,17,17,17,17,17,17,17,15,16,16,16,16,16,16,16,17,15,16,16,15,15,16,16,16,17,13,14,16,15,16,16,15,13,14,14,14,15,13,15,14,13,14,15,14,13,13,12,14,12,13,12,13,12,12,13,11,12,11,11,12,12,11,12,12,11,11,11,11,11,12,11,10,10,10,11,10,11,10,10,9,9,10,9,9,10,10,10,9,9,9,9,10,8,9,9,9,7,8,9,9,8,9,9,9,9,9,7,8,8,9,7,8,9,7,7,9,7,7,9,7,8
11,12,13,13,13,14,15,12,14,15,13,14,14,12,14,15,14,15,15,16,14,14,14,13,15,15,14,15,16,14,14,14,15,15,15,14,16,16,17,15,16,15,16,15,15,15,15,16,15,15,16,16,15,16,18,14,15,16,17,15,14,15,14,15,18,15,15,14,16,16,16,16,16,16,15,16,16,16,16,17,16,16,17,16,15,16,15,17,17,17,16,14,16,17,16,16,17,16,16,16,16,15,15,16,17,17,16,16,15,17,15,18,17,16,18,16,17,15,16,16,17,18,17,16,16,17,18,17,17,18,16,16,16,16,16,17,17,16,18,16,15,17,17,16,17,17,16,18,18,17,16,16,16,17,19,16,18,17,17,15,18,17,17,18,18,18,18,16,17,18,17,17,19,17,18,18,17,17,19,17,18,18,17,17,18,17,18,17,16,17,17,16,17,17,18,18,17,17,18,18,18,18,17,16,18,17,17,19,18,16,18,18,18,17,18,17,17,16,17,19,18,16,18,16,16,16,18,16,16,19,17,18,17,17,18,18,16,16,17,18,16,16,16,17,17,16,16,17,15,18,17,17,16,17,18,16,16,17,17,17,16,17,17,16,16,16,17,16,16,16,16,16,14,14,16,15,16,16,16,16,16,15,15,16,16,14,15,16,15,15,14,15,15,15,15,14,14,13,14,16,13,14,14,14,12,15,13,13,14,13,14,13,12,15,13,14,13,12,12,14,12,12,13,13,12,13,14,12,12,13,12,12,14,12,12,12,10,11,12,10,12,13,12,11,11,11,12,11,11,12,10,10,12,10,10,11,11,10,8,12,10,10,10,8,10,10,9,10,10,9,9,10,9,9,9,9,9,10,9,10,8,8,9,8,9,10,9,8,9,10,9,10,8,8,8,9,8,9,9,8,8
12,12,13,13,13,14,14,14,14,15,14,14,15,16,14,12,14,15,13,15,13,14,15,16,15,14,14,14,15,15,15,15,15,15,14,14,14,16,15,15,15,15,15,15,15,13,16,15,15,16,15,15,14,16,17,13,14,14,15,16,16,16,15,15,16,16,16,15,15,16,14,15,16,16,15,14,17,16,17,16,16,16,16,16,15,18,17,15,16,18,17,17,17,15,16,15,16,17,15,16,17,17,16,17,17,16,16,17,16,17,15,16,17,18,17,17,17,16,17,18,17,19,17,17,16,17,17,18,17,17,18,19,18,19,17,17,18,17,17,16,16,16,18,16,17,18,17,15,19,18,16,18,18,17,18,17,17,18,17,17,18,16,16,19,16,17,17,17,18,17,18,18,18,17,18,18,18,17,19,15,19,18,17,17,18,17,18,18,18,19,18,16,17,17,17,18,17,19,19,17,18,16,17,17,18,19,17,19,17,19,17,17,18,18,18,16,19,17,17,18,18,17,17,18,17,17,18,15,17,18,17,17,17,17,19,17,17,18,17,17,17,17,16,17,16,17,16,17,17,16,16,17,16,16,17,15,17,17,17,17,17,17,17,17,15,15,18,17,17,17,15,17,16,16,18,16,16,16,16,15,15,15,15,16,16,15,15,14,15,15,13,15,15,15,14,15,14,15,15,13,15,15,13,15,14,11,15,15,13,13,14,14,14,14,14,13,13,13,13,12,13,12,13,13,12,13,13,13,13,11,11,11,10,12,12,13,12,11,12,11,11,11,11,12,11,12,10,10,11,9,11,11,11,10,10,11,10,10,10,9,10,11,10,9,9,9,9,8,10,10,9,10,9,9,9,9,9,9,9,9,9,9,8,9,8,7,8,9,8,9,7,9,8,8,9,9,9,9,8,8,8
13,13,13,14,13,13,14,14,14,13,14,14,12,14,14,13,13,14,14,14,14,13,15,15,13,14,15,14,17,13,14,15,13,14,14,13,14,15,15,15,15,13,15,14,16,14,16,16,16,16,16,14,14,15,17,14,16,16,14,15,15,15,14,14,16,14,14,16,16,15,16,13,15,16,14,16,17,16,16,16,14,15,15,15,16,16,14,17,18,16,15,16,15,16,17,16,14,17,14,15,18,16,16,16,17,16,16,16,16,18,15,16,18,15,17,16,16,16,18,17,16,18,17,17,17,16,17,17,18,16,18,16,16,16,15,17,17,15,16,18,16,17,18,16,16,16,16,17,17,16,16,18,16,16,18,17,17,18,16,18,18,16,16,19,16,18,17,16,18,18,16,18,16,17,17,18,17,18,18,17,16,20,18,17,17,16,16,18,16,16,18,17,17,17,18,18,18,17,16,18,18,16,17,17,17,18,18,16,18,17,16,18,16,17,19,16,16,18,18,16,17,16,18,17,16,16,17,18,17,18,17,16,17,17,17,16,16,16,18,18,15,17,17,16,16,16,15,17,18,17,17,16,16,18,16,16,17,17,15,16,16,15,15,17,16,18,16,17,16,16,16,16,16,16,16,15,14,16,15,15,16,15,14,15,16,14,14,16,14,15,15,16,14,14,12,15,15,13,14,15,13,14,14,14,14,15,13,14,15,12,13,15,13,13,14,12,12,12,13,12,12,12,14,12,12,13,14,11,12,12,12,11,11,10,11,12,12,13,13,11,11,13,11,11,9,10,10,10,10,10,10,10,9,11,9,10,11,10,8,10,10,10,10,8,10,9,9,9,8,8,8,9,9,8,10,8,8,10,9,8,9,7,7,8,8,8,8,8,8,9,8,8,9,8,8,9,7,8,8,7,8
14,13,13,13,14,13,14,13,14,13,15,13,13,14,14,14,14,15,15,15,15,13,15,13,15,13,13,15,16,15,14,17,14,15,15,16,15,14,13,14,15,14,15,15,15,15,16,15,17,16,14,16,15,15,17,15,15,16,16,17,15,16,16,16,15,15,15,17,14,15,15,15,15,15,14,16,17,15,15,17,15,17,18,15,16,16,16,16,18,16,16,16,16,17,17,16,16,18,16,15,16,17,17,16,16,16,17,17,18,18,16,18,18,16,17,18,17,18,19,17,17,17,17,17,17,17,18,17,17,17,17,17,18,19,16,18,18,17,18,17,17,18,18,16,17,17,16,18,18,18,17,19,17,18,18,16,19,19,18,17,19,18,17,17,17,18,17,18,18,18,19,18,18,17,17,18,17,17,18,19,19,17,18,18,18,18,18,18,17,19,18,18,19,17,17,18,19,17,19,18,19,18,17,18,19,19,16,20,19,19,18,18,18,18,18,18,19,18,18,19,18,18,18,18,18,18,17,18,17,17,17,17,18,19,19,17,19,16,17,18,16,17,17,17,18,20,17,18,17,17,17,18,16,18,18,17,16,17,17,17,17,17,16,18,17,16,16,17,18,17,17,18,16,16,17,15,16,17,15,15,16,15,16,17,16,16,15,16,16,16,15,15,16,14,15,15,14,14,15,15,13,13,15,15,15,14,14,15,15,15,15,13,13,13,13,13,13,13,13,13,13,13,13,13,12,13,14,11,13,11,11,12,13,12,12,13,13,12,11,12,11,10,11,11,9,11,9,9,11,12,10,10,10,11,9,11,10,10,10,9,10,11,9,11,9,9,10,8,10,9,10,8,9,10,9,9,7,9,7,9,7,6,9,8,8,8,8,8,7,8,9,9,8,8,8,8,8,7,8,7,7
15,14,14,16,15,16,16,15,16,16,15,15,15,15,17,16,15,16,17,16,16,16,16,16,17,17,15,17,17,14,17,16,17,17,17,18,17,16,16,17,17,18,17,18,17,16,16,19,18,15,17,17,17,17,20,15,16,17,17,17,18,16,16,19,17,17,18,17,18,17,15,16,17,17,17,18,16,18,18,18,18,18,16,17,17,18,20,17,19,19,17,18,18,19,18,19,19,19,17,18,20,19,18,19,19,19,18,19,20,19,18,18,17,18,21,19,17,19,19,18,18,18,19,19,18,19,19,20,19,19,19,19,21,19,20,18,18,19,17,17,20,20,18,19,19,19,20,19,19,19,19,18,20,18,19,20,19,19,20,19,20,20,19,21,20,19,19,20,19,20,21,19,19,21,19,19,20,21,21,20,21,18,20,20,20,20,21,21,19,19,19,21,19,20,22,20,20,21,19,20,20,20,20,20,20,20,21,21,21,20,22,20,21,21,21,21,21,20,21,21,21,20,22,19,19,20,21,20,19,19,20,21,20,21,21,20,18,18,21,20,21,19,20,20,20,21,21,20,19,21,19,20,20,20,19,17,19,18,20,19,19,19,20,19,19,21,19,19,19,19,18,19,18,17,17,19,19,19,18,17,18,19,17,17,19,18,17,17,17,19,18,16,18,18,17,17,17,15,17,17,17,17,16,15,16,17,17,17,15,16,17,15,15,16,16,17,16,15,15,15,14,14,15,15,15,14,14,14,14,13,13,13,14,13,12,14,12,13,14,12,12,13,13,14,11,13,13,11,13,11,11,11,13,13,12,11,11,11,11,11,11,11,10,12,12,10,11,10,10,10,11,9,8,11,8,9,11,9,9,10,9,9,10,9,9,9,7,9,9,7,8,9,9,9,9,9,9,9,8,8,9
16,14,15,15,15,16,17,14,16,15,16,14,17,17,15,15,16,16,16,17,16,16,17,16,16,16,15,16,18,16,16,16,16,16,16,17,17,17,16,17,18,16,17,18,16,16,18,16,17,17,16,18,18,18,19,16,18,18,17,17,19,16,17,18,17,17,17,17,17,17,17,17,18,16,18,19,18,16,18,18,18,19,17,20,20,19,18,18,20,20,18,18,18,20,18,18,19,17,17,18,18,18,19,18,19,19,19,19,20,19,19,18,19,18,19,19,19,20,19,18,20,20,19,19,21,21,20,20,19,19,20,20,19,18,20,21,19,20,20,19,20,20,20,18,19,18,18,19,19,19,20,20,18,20,20,20,21,20,20,21,20,20,19,22,20,20,20,20,22,20,20,20,22,21,20,20,21,21,20,20,21,20,21,21,20,20,21,19,21,22,20,21,19,20,22,21,20,21,21,22,22,21,20,22,21,21,22,22,21,21,22,21,22,22,21,21,21,20,21,20,20,21,22,20,20,20,21,21,20,20,20,19,22,20,20,20,19,19,21,21,20,20,20,20,19,22,18,20,20,19,21,19,18,20,20,18,19,22,19,22,18,20,20,20,19,22,21,19,20,20,18,19,18,18,20,20,18,19,20,20,18,19,18,18,18,17,17,20,17,18,18,18,18,17,17,19,18,17,18,18,18,18,16,17,16,17,16,17,17,16,16,15,16,17,16,15,16,14,14,15,15,15,15,15,15,14,16,13,14,14,14,14,14,14,13,13,14,13,14,14,12,12,13,14,12,12,12,12,12,12,12,12,12,12,10,11,12,10,12,11,11,11,10,11,10,10,10,10,10,9,11,10,10,10,10,10,9,10,9,10,10,10,9,10,8,10,9,8,9,9,8,8,9,8,9,8,8,10,9,8,8
17,14,15,14,15,15,16,14,16,15,15,16,16,16,16,14,16,18,16,16,17,16,16,16,16,17,17,16,17,16,16,16,17,16,16,17,17,16,16,17,16,17,16,17,17,17,17,17,17,17,16,18,16,17,20,16,17,17,16,18,18,17,17,19,16,18,16,16,18,18,18,16,18,15,16,16,18,16,18,16,18,19,18,18,18,18,18,17,19,18,17,18,18,17,18,19,18,19,19,19,19,19,18,17,19,19,18,20,18,17,18,19,18,20,18,18,19,19,19,20,20,17,18,20,18,19,19,20,20,19,18,21,20,20,20,20,20,19,18,20,20,18,20,18,18,20,19,19,19,20,17,20,18,18,18,19,18,19,19,18,20,20,20,20,20,21,20,20,18,20,20,19,19,20,19,21,19,20,19,18,20,20,20,20,21,20,20,20,21,22,20,21,19,20,20,18,20,21,20,20,21,21,21,20,20,19,22,20,18,20,20,21,20,20,20,20,20,21,20,20,19,19,21,20,20,20,20,20,20,20,19,20,19,19,18,19,20,20,19,20,20,19,20,18,19,18,20,20,17,20,19,18,19,18,18,19,19,20,20,20,17,18,20,18,19,19,18,19,18,18,18,20,18,18,20,18,18,18,18,15,18,16,16,18,16,17,16,16,16,17,16,17,17,15,16,16,16,17,18,17,16,15,16,17,16,16,16,16,14,15,16,15,14,16,14,15,16,14,16,14,14,14,14,14,15,14,15,14,13,13,13,13,13,13,12,13,13,13,12,11,12,12,13,13,12,12,12,11,11,10,10,12,12,10,11,11,12,11,11,10,11,11,9,10,10,9,10,10,8,9,10,10,10,10,8,9,9,9,9,9,8,9,10,9,9,9,8,8,9,9,8,8,8,8,9,9,9,9,8,8,8
18,14,13,12,13,13,13,15,14,14,14,14,15,14,14,14,15,14,14,14,14,15,14,14,16,16,15,15,16,14,16,15,15,15,14,15,15,17,14,14,16,16,16,15,14,15,16,16,14,16,14,16,17,16,18,14,14,14,14,15,16,15,14,15,17,15,15,15,17,16,14,15,15,14,16,16,16,15,16,15,17,16,15,16,16,16,16,16,17,18,16,16,16,16,16,16,16,16,16,16,17,17,17,16,17,15,16,18,18,17,16,17,15,19,18,18,17,18,18,18,16,16,18,15,17,18,18,18,18,18,16,16,18,18,18,18,17,18,17,16,18,17,17,17,19,17,18,16,18,17,17,16,17,17,16,17,19,17,18,18,16,20,18,19,18,18,18,18,18,18,20,18,18,18,19,18,19,18,18,18,19,18,18,19,19,19,18,18,18,18,18,16,18,18,19,19,18,20,18,18,18,17,18,17,17,18,17,19,17,19,18,18,17,18,18,19,18,18,18,18,18,17,18,18,16,16,18,18,16,18,18,17,18,17,17,15,17,19,17,18,17,18,18,17,16,16,16,16,18,18,16,18,16,17,18,16,17,18,17,17,17,16,17,18,16,16,17,18,16,17,16,16,16,16,16,16,14,16,16,15,16,17,16,16,16,14,15,16,14,14,14,14,15,14,15,15,14,14,15,14,15,14,13,15,14,15,13,15,15,14,15,14,12,15,15,15,13,14,14,14,14,13,13,13,12,12,14,12,12,10,12,12,11,13,13,13,14,12,12,12,12,11,11,11,12,11,10,10,12,11,11,11,11,10,10,12,10,9,10,9,10,10,9,10,8,10,9,10,9,9,9,8,9,9,8,10,10,8,8,10,8,8,10,8,8,8,7,8,9,8,9,9,10,8,9,9,9,8,7,8,8
19,12,12,12,14,14,12,13,13,12,13,13,13,12,14,13,13,13,12,14,14,12,13,14,14,14,14,14,15,14,12,14,13,11,14,14,14,14,14,14,12,14,14,14,14,13,14,15,15,14,14,14,14,14,16,13,14,13,14,15,13,14,14,13,15,13,13,15,16,13,14,14,13,14,14,12,13,14,14,15,14,13,15,15,15,15,15,14,16,16,14,15,15,16,14,14,14,14,15,15,16,14,15,16,16,16,15,15,14,15,15,15,15,15,16,16,15,15,15,15,15,16,15,16,16,16,17,17,17,17,16,16,16,15,16,16,16,16,16,16,16,16,16,15,16,16,16,16,15,15,16,16,16,16,16,15,16,15,16,16,16,16,16,16,16,15,15,16,16,15,16,16,16,16,16,16,16,17,17,16,16,16,15,17,16,17,18,16,16,17,16,16,18,16,16,16,16,16,16,15,17,17,15,16,16,15,17,16,16,16,16,16,17,18,16,18,17,15,16,17,17,18,18,16,16,16,15,16,16,16,17,17,16,16,16,15,17,18,15,16,15,15,15,16,16,18,14,14,16,17,16,17,15,14,17,15,15,15,15,14,15,15,15,15,14,16,16,16,15,15,15,16,14,14,14,16,14,14,16,14,14,15,13,14,14,13,15,14,14,14,14,14,15,14,13,15,14,12,14,14,13,14,14,12,13,13,12,14,13,12,12,12,12,13,12,12,12,12,12,12,12,12,12,12,11,12,14,11,11,12,9,12,10,11,11,12,10,12,10,10,11,10,11,11,11,10,10,11,9,9,10,10,10,9,9,8,10,10,9,10,10,10,10,9,9,9,9,8,8,8,8,8,9,9,8,9,8,9,7,9,10,6,8,8,8,8,8,8,9,8,9,8,9,7,8,9,8,8,8,8,8
20,12,13,12,12,13,13,13,13,13,12,14,14,12,14,12,13,14,15,13,14,13,14,13,12,15,13,14,13,12,14,14,14,12,12,13,14,13,14,14,13,15,15,13,14,13,14,12,14,12,13,13,15,15,15,13,14,14,13,14,14,14,14,13,14,14,14,13,14,14,14,15,14,15,14,13,13,14,14,14,15,15,14,14,14,14,16,15,17,15,15,15,15,15,14,14,15,13,16,15,15,16,14,14,15,16,15,16,15,14,16,15,16,16,15,15,15,16,16,16,15,14,18,14,16,14,15,16,16,15,16,16,14,18,17,16,16,16,15,15,17,15,16,16,15,14,16,15,14,16,15,15,15,15,16,16,14,15,16,17,16,16,14,16,15,17,16,16,15,15,16,16,16,16,18,16,16,16,16,17,16,17,18,14,17,15,17,16,16,16,16,16,16,17,16,16,15,17,15,17,18,15,17,17,17,16,16,16,16,16,16,18,17,17,16,14,16,16,16,16,16,16,17,16,15,16,16,16,16,18,14,16,16,16,16,16,15,16,16,15,16,16,14,14,15,16,16,16,14,16,17,16,15,16,16,15,15,15,15,16,14,16,16,15,16,16,14,15,15,14,15,14,16,14,14,15,14,15,16,15,14,14,15,14,12,14,13,13,14,14,14,13,13,14,14,14,14,14,14,13,13,14,12,12,13,12,12,13,14,12,13,12,12,12,12,12,12,12,10,12,11,12,12,12,12,12,12,12,11,11,10,10,11,11,10,11,10,10,11,12,11,10,11,11,11,10,10,10,11,9,9,10,8,10,10,9,9,10,10,9,10,10,10,10,8,8,10,9,8,9,8,9,10,8,9,8,8,9,9,8,8,10,7,8,8,7,8,9,9,8,9,7,10,8,8,8,8,7,8,8,7
21,14,12,12,13,13,12,13,13,13,12,12,12,12,14,13,13,13,13,14,14,14,12,12,14,14,13,13,15,13,15,14,13,14,14,13,13,14,14,14,14,11,14,14,14,14,14,13,14,14,14,14,16,14,17,13,12,14,14,14,15,15,14,16,14,14,14,14,14,14,13,12,14,14,14,14,15,14,16,15,14,16,15,13,15,15,14,15,17,15,16,15,14,16,15,15,15,15,15,16,16,15,16,17,16,15,14,16,16,17,14,14,16,16,15,16,15,16,15,16,16,16,16,16,15,17,16,16,16,16,15,17,17,16,16,18,16,17,16,16,16,16,16,15,18,15,17,16,16,14,15,15,16,16,16,16,16,16,16,16,15,16,17,18,18,16,16,16,17,16,17,15,17,17,16,17,15,16,16,16,16,17,16,16,16,16,16,19,18,16,18,16,16,16,17,15,17,17,17,17,18,16,18,16,16,18,15,18,16,17,16,17,18,16,17,17,16,18,17,16,17,16,18,18,16,16,17,16,14,18,16,16,16,16,18,16,18,16,16,17,16,16,16,14,17,17,14,16,15,16,16,16,15,16,17,15,17,16,16,16,15,15,15,15,16,15,17,16,16,16,14,16,15,15,14,15,15,15,15,14,14,15,15,15,14,14,15,14,14,16,15,15,14,14,16,13,14,13,13,13,14,14,13,13,15,11,12,14,12,12,13,12,12,13,13,14,14,12,12,12,11,11,12,11,11,11,12,12,12,12,12,12,10,11,11,10,11,11,10,10,10,10,12,12,10,11,11,9,11,11,9,11,10,10,10,10,10,10,9,8,10,10,9,9,9,10,10,10,9,8,8,8,8,9,8,9,10,9,9,10,10,9,10,8,8,8,7,7,8,8,8,8,8,8,8,8,8,9,9,10,8
22,11,13,13,12,13,13,13,13,14,14,12,13,12,12,12,13,13,15,14,14,14,12,14,14,14,13,13,14,14,14,14,14,12,14,14,15,13,14,14,14,14,14,14,14,13,15,14,14,13,14,15,14,16,17,12,16,14,13,15,15,13,14,14,14,14,14,14,16,15,13,14,15,14,14,13,14,15,14,14,16,16,16,15,15,15,15,14,16,15,14,13,14,14,16,15,14,15,15,14,15,15,14,16,17,14,15,17,13,16,16,16,16,15,16,15,16,15,17,14,14,16,14,14,16,16,16,17,18,15,18,17,17,16,16,16,17,15,15,16,16,15,16,16,16,16,16,16,16,15,16,15,14,15,18,15,15,16,15,15,16,16,17,17,15,17,18,16,17,18,15,17,17,16,17,18,16,16,16,16,17,17,16,18,16,16,18,16,16,16,16,16,16,17,18,16,16,15,17,17,16,16,16,15,16,16,15,17,17,17,15,17,16,18,16,14,18,16,16,17,18,16,18,16,17,17,17,17,17,17,15,16,18,16,15,17,16,17,16,16,16,16,16,16,16,16,16,16,16,17,16,16,15,16,16,16,14,16,16,14,16,17,16,17,15,14,15,16,16,15,14,13,16,15,15,17,16,14,15,14,14,15,15,14,14,14,14,14,14,13,15,14,14,14,14,12,14,13,13,13,14,13,13,13,13,13,13,14,12,12,12,13,13,12,12,12,12,11,12,12,13,13,12,12,12,12,13,11,11,11,10,10,11,11,11,12,10,12,12,11,10,12,11,11,11,10,10,11,9,9,12,10,10,11,9,10,10,9,10,11,9,9,9,10,9,8,9,9,9,8,9,9,7,8,9,7,9,8,6,8,10,8,8,8,8,8,8,8,8,8,8,9,7,7,8,8,7,8,8,7,8
23,12,12,13,13,12,14,12,12,12,13,13,15,13,13,12,14,15,13,15,15,15,13,13,14,13,14,15,15,13,13,13,15,14,14,13,14,13,14,15,15,14,15,13,13,14,13,13,15,13,15,15,14,15,16,13,15,13,14,14,14,14,14,14,14,14,15,13,16,15,12,14,15,14,15,14,13,13,15,15,15,14,13,15,16,14,15,15,15,17,16,13,15,15,14,14,15,15,16,15,15,15,15,15,16,14,15,16,15,15,15,14,16,16,15,14,16,15,16,15,16,14,16,14,16,16,16,17,17,17,16,16,15,17,16,16,16,15,16,16,15,17,15,15,15,15,16,16,15,16,15,15,16,15,15,16,15,16,15,15,15,17,16,16,16,16,17,16,16,17,17,17,17,16,17,15,17,15,17,16,15,17,18,16,17,16,17,17,17,16,16,15,16,16,16,17,18,16,18,15,16,16,16,15,15,16,17,17,17,17,17,17,16,17,17,16,15,17,16,15,16,15,17,16,16,17,17,16,16,16,14,17,16,16,16,16,16,17,16,15,16,16,15,15,17,15,16,15,15,17,15,15,15,17,16,14,15,15,17,16,15,17,16,14,15,15,15,16,16,15,16,15,14,15,14,16,15,14,14,15,14,15,15,14,15,15,14,15,14,13,15,15,14,13,13,14,15,14,15,13,13,13,13,13,13,14,14,13,13,13,12,14,14,12,12,14,13,12,13,12,13,13,12,12,13,11,13,12,11,11,11,11,12,10,10,12,12,11,13,10,10,10,11,11,11,11,12,11,12,11,11,10,10,11,9,11,10,9,9,9,9,11,9,9,9,10,10,9,11,9,10,11,8,10,10,9,10,9,9,9,9,9,10,10,8,9,9,7,10,9,8,9,9,8,8,10,8,9,9,8,9
